Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,MZ-MTE500BW,Samsung,840 Evo mSATA 500GB,288,94.7,727,https://ssd.userbenchmark.com/SpeedTest/10255/Samsung-SSD-840-EVO-500GB-mSATA
SSD,WDS100T2B0A,WD,Blue 3D 1TB,289,94.7,38266,https://ssd.userbenchmark.com/SpeedTest/352978/WDC-WDS100T2B0A-00SM50
SSD,2LU81AA#ABL,HP,S700 Pro 1TB,290,94.2,97,https://ssd.userbenchmark.com/SpeedTest/387205/HP-SSD-S700-Pro-1TB
SSD,MKNP44SC480GB,Mushkin,Scorpion Deluxe PCIe 480GB,291,94.1,113,https://ssd.userbenchmark.com/SpeedTest/11924/Mushkin-Scorpion-Deluxe
SSD,PX-256M6Pro,Plextor,M6 Pro 256GB,292,94.1,927,https://ssd.userbenchmark.com/SpeedTest/14560/PLEXTOR-PX-256M6Pro
SSD,VTR1-25SAT3-512G,OCZ,Vector 512GB,293,93.9,345,https://ssd.userbenchmark.com/SpeedTest/1810/OCZ-VECTOR
SSD,CT250MX500SSD1,Crucial,MX500 250GB,294,93.9,146947,https://ssd.userbenchmark.com/Crucial-MX500-250GB/Rating/3951
SSD,PX-512M6Pro,Plextor,M6 Pro 512GB,295,93.8,208,https://ssd.userbenchmark.com/SpeedTest/15117/PLEXTOR-PX-512M6Pro
SSD,2AP99AA#ABL,HP,S700 Pro 512GB,296,93.8,1863,https://ssd.userbenchmark.com/SpeedTest/370902/HP-SSD-S700-Pro
SSD,SDSSDH3-1T00-G25,SanDisk,Ultra 3D 1TB,297,93.8,14150,https://ssd.userbenchmark.com/SpeedTest/316514/SanDisk-SDSSDH31000G
SSD,SDSSDXPS-960G-G25,SanDisk,Extreme Pro 960GB,298,93.6,2857,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-960GB/Rating/3581
SSD,PX-512M6V,Plextor,M6V 512GB,299,93.4,65,https://ssd.userbenchmark.com/SpeedTest/31388/PLEXTOR-PX-512M6V
SSD,MZ-76Q2T0BW,Samsung,860 QVO 2TB,300,93.4,48286,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,MZ-76Q2T0B/AM,Samsung,860 QVO 2TB,300,93.4,48286,https://ssd.userbenchmark.com/SpeedTest/719017/Samsung-SSD-860-QVO-2TB
SSD,VTR180-25SAT3-960G,Toshiba,OCZ VT180 960GB,301,93.3,110,https://ssd.userbenchmark.com/SpeedTest/171904/TOSHIBA-VT180
SSD,WDS500G2B0A,WD,Blue 3D 500GB,302,93.3,68291,https://ssd.userbenchmark.com/SpeedTest/337874/WDC-WDS500G2B0A-00SM50
SSD,SDSSDXPS-480G-G25,SanDisk,Extreme Pro 480GB,303,93.2,9250,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-480GB/Rating/3476
SSD,CT480BX300SSD1,Crucial,BX300 480GB,304,93.1,6682,https://ssd.userbenchmark.com/Crucial-BX300-480GB/Rating/3947
SSD,GP-GSM2NE8128GNTD,Gigabyte,NVMe PCIe M.2 128GB,305,93.1,2041,https://ssd.userbenchmark.com/SpeedTest/602706/GIGABYTE-GP-GSM2NE8128GNTD
SSD,RVD3X2-FHPX4-480G,OCZ,RevoDrive 3 X2 PCIe 480GB,306,93.1,269,https://ssd.userbenchmark.com/SpeedTest/8804/OCZ-REVODRIVE3-X2
SSD,MZ-76Q4T0BW,Samsung,860 QVO 4TB,307,92.9,4280,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,MZ-76Q4T0B/AM,Samsung,860 QVO 4TB,307,92.9,4280,https://ssd.userbenchmark.com/SpeedTest/743794/Samsung-SSD-860-QVO-4TB
SSD,SDSSDH3-500G-G25,SanDisk,Ultra 3D 500GB,308,92.8,27029,https://ssd.userbenchmark.com/SpeedTest/322712/SanDisk-SDSSDH3500G
SSD,VTR1-25SAT3-256G,OCZ,Vector 256GB,309,92.6,2095,https://ssd.userbenchmark.com/OCZ-Vector-256GB/Rating/1424
SSD,,Toshiba, THNSN5128GPUK NVMe PCIe M.2 128GB,310,92.6,1535,https://ssd.userbenchmark.com/SpeedTest/335393/NVMe-THNSN5128GPUK-TO
SSD,CSSD-N960GBXT,Corsair,Neutron XT 960GB,311,92.5,222,https://ssd.userbenchmark.com/SpeedTest/23267/Corsair-Neutron-XT-SSD
SSD,CT256M550SSD4,Crucial,M550 SATA M.2 256GB,312,92.5,143,https://ssd.userbenchmark.com/SpeedTest/12143/Crucial-CT256M550SSD4
SSD,CT512M550SSD1,Crucial,M550 512GB,313,92.5,5683,https://ssd.userbenchmark.com/SpeedTest/7172/Crucial-CT512M550SSD1
SSD,CT512M550SSD4,Crucial,M550 SATA M.2 512GB,314,92.4,189,https://ssd.userbenchmark.com/SpeedTest/15375/Crucial-CT512M550SSD4
SSD,MZ-77Q1T0BW,Samsung,870 QVO 1TB,315,92.2,157037,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,MZ-77Q1T0B/AM,Samsung,870 QVO 1TB,315,92.2,157037,https://ssd.userbenchmark.com/SpeedTest/1218310/Samsung-SSD-870-QVO-1TB
SSD,WDS200T2B0A,WD,Blue 3D 2TB,316,92,2224,https://ssd.userbenchmark.com/SpeedTest/373739/WDC-WDS200T2B0A-00SM50
SSD,WDS100T2B0B,WD,Blue 3D SATA M.2 1TB,317,91.9,15574,https://ssd.userbenchmark.com/SpeedTest/342470/WDC-WDS100T2B0B-00YS70
SSD,SDSSDXPS-240G,SanDisk,Extreme Pro 240GB,318,91.7,10862,https://ssd.userbenchmark.com/SanDisk-Extreme-Pro-240GB/Rating/2356
SSD,SDSSDXP-480G-G25,SanDisk,Extreme II 480GB,319,91.6,1439,https://ssd.userbenchmark.com/SpeedTest/2135/SanDisk-SDSSDXP480G
SSD,MZ-7TE120BW,Samsung,840 Evo 120GB,320,91.4,104444,https://ssd.userbenchmark.com/Samsung-840-Evo-120GB/Rating/1886
SSD,CT250MX200SSD4,Crucial,MX200 SATA M.2 250GB,321,91.2,2655,https://ssd.userbenchmark.com/SpeedTest/23955/Crucial-CT250MX200SSD4
SSD,VTR180-25SAT3-240G,Toshiba,OCZ VT180 240GB,322,91.2,185,https://ssd.userbenchmark.com/SpeedTest/171243/TOSHIBA-VT180
SSD,MZ-75E120B,Samsung,850 Evo 120GB,323,91.1,160388,https://ssd.userbenchmark.com/Samsung-850-Evo-120GB/Rating/3484
SSD,WDS500G2B0B,WD,Blue 3D SATA M.2 500GB,324,91,39200,https://ssd.userbenchmark.com/SpeedTest/325788/WDC-WDS500G2B0B-00YS70
SSD,VTR180-25SAT3-480G,Toshiba,OCZ VT180 480GB,325,90.9,135,https://ssd.userbenchmark.com/SpeedTest/146334/TOSHIBA-VT180
SSD,VTR180-25SAT3-960G,OCZ,Vector 180 960GB,326,90.9,376,https://ssd.userbenchmark.com/SpeedTest/30972/OCZ-VECTOR180
SSD,VTX4-25SAT3-256G,OCZ,Vertex 4 256GB,327,90.8,12355,https://ssd.userbenchmark.com/OCZ-Vertex-4-256GB/Rating/1315
SSD,CT256M550SSD1,Crucial,M550 256GB,328,90.5,8333,https://ssd.userbenchmark.com/Crucial-M550-256GB/Rating/2000
SSD,CT1024M550SSD1,Crucial,M550 1TB,329,90.4,1628,https://ssd.userbenchmark.com/SpeedTest/7108/Crucial-CT1024M550SSD1
SSD,RADEON-R7SSD-480G,OCZ,AMD Radeon R7 480GB,330,90.3,707,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-480GB/Rating/3507
SSD,VTX460-25SAT3-240G,OCZ,Vertex 460 240GB,331,90.3,1730,https://ssd.userbenchmark.com/OCZ-Vertex-460-240GB/Rating/2043
SSD,VTX4-25SAT3-512G,OCZ,Vertex 4 512GB,332,90.2,1486,https://ssd.userbenchmark.com/SpeedTest/4340/OCZ-VERTEX4
SSD,MZ-750250BW,Samsung,750 EVO 250GB,333,90.1,126190,https://ssd.userbenchmark.com/SpeedTest/71929/Samsung-SSD-750-EVO-250GB
SSD,CT1000BX100SSD1,Crucial,BX100 1TB,334,90.1,1892,https://ssd.userbenchmark.com/SpeedTest/22670/CT1000BX100SSD1
SSD,SDSSDXP-240G-G25,SanDisk,Extreme II 240GB,335,90.1,3009,https://ssd.userbenchmark.com/SanDisk-Extreme-II-240GB/Rating/1545
SSD,MZ-7PD128BW,Samsung,840 Pro 128GB,336,89.5,34842,https://ssd.userbenchmark.com/Samsung-840-Pro-128GB/Rating/1890
SSD,ZTSSD-A5P-480G-PE,Zotac,Premium Edition 480GB,337,89.4,293,https://ssd.userbenchmark.com/Zotac-Premium-Edition-480GB/Rating/3599
SSD,HDTS451XZSTA,Toshiba,Q300 Pro 512GB,338,89.3,143,https://ssd.userbenchmark.com/SpeedTest/57809/TOSHIBA-Q300-Pro
SSD,SSD7CS2211-960-RB,PNY,CS2211 960GB,339,89.2,284,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,SSD7CS2211-960-PB,PNY,CS2211 960GB,339,89.2,284,https://ssd.userbenchmark.com/PNY-CS2211-960GB/Rating/3631
SSD,,PNY,SSD2SC240G5SA754D117-511 240GB,340,89.2,486,https://ssd.userbenchmark.com/SpeedTest/11704/SSD2SC240G5SA754D117-511
SSD,VTX460A-25SAT3-240G,OCZ,Vertex 460A 240GB,341,89.1,1380,https://ssd.userbenchmark.com/OCZ-Vertex-460A-240GB/Rating/3147
SSD,VTR150-25SAT3-240G,OCZ,Vector 150 240GB,342,89,1607,https://ssd.userbenchmark.com/OCZ-Vector-150-240GB/Rating/1748
SSD,PX-256M6S,Plextor,M6S 256GB,343,88.9,1660,https://ssd.userbenchmark.com/Plextor-M6S-256GB/Rating/3505
SSD,MZ-MTE250BW,Samsung,840 Evo mSATA 250GB,344,88.9,1431,https://ssd.userbenchmark.com/SpeedTest/5250/Samsung-SSD-840-EVO-250GB-mSATA
SSD,VTX460A-25SAT3-480G,OCZ,Vertex 460A 480GB,345,88.8,626,https://ssd.userbenchmark.com/SpeedTest/21677/OCZ-VERTEX460A
SSD,PX-512M5P,Plextor,M5 Pro 512GB,346,88.6,554,https://ssd.userbenchmark.com/SpeedTest/1262/PLEXTOR-PX-512M5Pro
SSD,CSSD-F512GBLX,Corsair,Force LX 512GB,347,88.6,549,https://ssd.userbenchmark.com/SpeedTest/16265/CORSAIR-FORCE-LX-SSD
SSD,RADEON-R7SSD-240G,OCZ,AMD Radeon R7 240GB,348,88.6,2356,https://ssd.userbenchmark.com/OCZ-AMD-Radeon-R7-240GB/Rating/2492
SSD,ASP610SS3-1TM-C,Adata,Premier SP610 1TB,349,88.6,177,https://ssd.userbenchmark.com/SpeedTest/19263/ADATA-SP610
SSD,PX-256M5P,Plextor,M5 Pro 256GB,350,88.5,2451,https://ssd.userbenchmark.com/Plextor-M5-Pro-256GB/Rating/1410
SSD,2AP98AA#ABL,HP,S700 Pro 256GB,351,88.3,1832,https://ssd.userbenchmark.com/SpeedTest/366058/HP-SSD-S700-Pro
SSD,VTX4-25SAT3-128G,OCZ,Vertex 4 128GB,352,88.3,19372,https://ssd.userbenchmark.com/OCZ-Vertex-4-128GB/Rating/1895
SSD,CT1050MX300SSD1,Crucial,MX300 1TB,353,88.3,33989,https://ssd.userbenchmark.com/Crucial-MX300-1TB/Rating/3645
SSD,SSDSC2KW256G8,Intel,545s Series 256GB,354,88.2,28881,https://ssd.userbenchmark.com/SpeedTest/299881/INTEL-SSDSC2KW256G8
SSD,MZ-76Q1T0BW,Samsung,860 QVO 1TB,355,88.2,282584,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,MZ-76Q1T0B/AM,Samsung,860 QVO 1TB,355,88.2,282584,https://ssd.userbenchmark.com/SpeedTest/667965/Samsung-SSD-860-QVO-1TB
SSD,,Samsung,MZFLV256 NVMe PCIe M.2 256GB,356,88.1,4195,https://ssd.userbenchmark.com/SpeedTest/37597/NVMe-SAMSUNG-MZFLV256
SSD,SSD7CS2211-480-RB,PNY,CS2211 480GB,357,88,2609,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,SSD7CS2211-480-PB,PNY,CS2211 480GB,357,88,2609,https://ssd.userbenchmark.com/PNY-CS2211-480GB/Rating/3630
SSD,MZ-750120BW,Samsung,750 EVO 120GB,358,87.7,44986,https://ssd.userbenchmark.com/SpeedTest/42465/Samsung-SSD-750-EVO-120GB
SSD,SHSS37A/960G,HyperX,Savage 960GB,359,87.7,2226,https://ssd.userbenchmark.com/HyperX-Savage-960GB/Rating/3580
SSD,CSSD-N240GBXT,Corsair,Neutron XT 240GB,360,87.7,1842,https://ssd.userbenchmark.com/Corsair-Neutron-XT-240GB/Rating/3277
SSD,CT512MX100SSD1,Crucial,MX100 512GB,361,87.6,31545,https://ssd.userbenchmark.com/Crucial-MX100-512GB/Rating/3475
SSD,SSD7CS1311-960-RB,PNY,CS1311 960GB,362,87.6,4465,https://ssd.userbenchmark.com/PNY-CS1311-960GB/Rating/3617
SSD,VX500-25SAT3-512G,Toshiba,OCZ VX500 512GB,363,87.5,198,https://ssd.userbenchmark.com/SpeedTest/190983/TOSHIBA-VX500
SSD,PX-128M6Pro,Plextor,M6 Pro 128GB,364,87.5,708,https://ssd.userbenchmark.com/SpeedTest/14853/PLEXTOR-PX-128M6Pro
SSD,VTR180-25SAT3-480G,OCZ,Vector 180 480GB,365,87.4,1396,https://ssd.userbenchmark.com/OCZ-Vector-180-480GB/Rating/3508
SSD,CT256M550SSD3,Crucial,M550 mSATA 256GB,366,87.4,658,https://ssd.userbenchmark.com/SpeedTest/8589/Crucial-CT256M550SSD3
SSD,VTX460-25SAT3-480G,OCZ,Vertex 460 480GB,367,87.4,390,https://ssd.userbenchmark.com/SpeedTest/11920/OCZ-VERTEX460
SSD,CT512M550SSD3,Crucial,M550 mSATA 512GB,368,87.3,441,https://ssd.userbenchmark.com/SpeedTest/8510/Crucial-CT512M550SSD3
SSD,SB1CSK31MT560-0240,OCZ,Saber 1000 240GB,369,87.1,104,https://ssd.userbenchmark.com/SpeedTest/36693/OCZ-SABER1000
SSD,ARC100-25SAT3-240G,OCZ,ARC 100 240GB,370,87,11799,https://ssd.userbenchmark.com/OCZ-ARC-100-240GB/Rating/2603
SSD,ASP610SS3-512GM-C,Adata,Premier SP610 512GB,371,86.9,255,https://ssd.userbenchmark.com/SpeedTest/15096/ADATA-SP610
SSD,SKC400S37/1T,Kingston,SSDNow KC400 1TB,372,86.9,957,https://ssd.userbenchmark.com/SpeedTest/127752/KINGSTON-SKC400S371T
SSD,CT250MX200SSD1,Crucial,MX200 250GB,373,86.9,43004,https://ssd.userbenchmark.com/Crucial-MX200-250GB/Rating/3196
SSD,,OCZ,AGILITY3 256GB,374,86.8,5,https://ssd.userbenchmark.com/SpeedTest/9551/OCZ-AGILITY3
SSD,MKNSSDRE512GB,Mushkin,Reactor 512GB,375,86.6,1104,https://ssd.userbenchmark.com/Mushkin-Reactor-512GB/Rating/3584
SSD,VTX450-25SAT3-256G,OCZ,Vertex 450 256GB,376,86.4,409,https://ssd.userbenchmark.com/OCZ-Vertex-450-256GB/Rating/1605
SSD,PI960GS25SSDR,Patriot,Ignite 960GB,377,86.4,213,https://ssd.userbenchmark.com/Patriot-Ignite-960GB/Rating/3575
SSD,THNSNJ256GCSU,Toshiba,HG6 256GB,378,86.4,4588,https://ssd.userbenchmark.com/SpeedTest/11911/TOSHIBA-THNSNJ256GCSU
SSD,,Micron,M600 256GB,379,86.1,1421,https://ssd.userbenchmark.com/SpeedTest/24442/Micron-M600-MTFDDAK256MBF
SSD,CT240BX300SSD1,Crucial,BX300 240GB,380,86.1,9360,https://ssd.userbenchmark.com/Crucial-BX300-240GB/Rating/3946
SSD,VTR180-25SAT3-240G,OCZ,Vector 180 240GB,381,86.1,1376,https://ssd.userbenchmark.com/OCZ-Vector-180-240GB/Rating/3493
SSD,CSSD-N240GBXTI,Corsair,Neutron XTi 240GB,382,85.9,1132,https://ssd.userbenchmark.com/SpeedTest/159221/Corsair-Neutron-XTI-SSD
SSD,CT500MX200SSD3,Crucial,MX200 mSATA 500GB,383,85.7,618,https://ssd.userbenchmark.com/SpeedTest/24060/Crucial-CT500MX200SSD3
SSD,CT128M550SSD1,Crucial,M550 128GB,384,85.6,2673,https://ssd.userbenchmark.com/Crucial-M550-128GB/Rating/3485
SSD,CT750MX300SSD1,Crucial,MX300 750GB,385,85.5,38478,https://ssd.userbenchmark.com/Crucial-MX300-750GB/Rating/3644
SSD,PX-128M6S,Plextor,M6S 128GB,386,85.5,3356,https://ssd.userbenchmark.com/Plextor-M6S-128GB/Rating/2225
SSD,PX-256M6V,Plextor,M6V 256GB,387,85.4,514,https://ssd.userbenchmark.com/Plextor-M6V-256GB/Rating/3499
SSD,PI480GS25SSDR,Patriot,Ignite 480GB,388,85.4,3276,https://ssd.userbenchmark.com/Patriot-Ignite-480GB/Rating/3574
SSD,HDTS325XZSTA,Toshiba,Q Series Pro 256GB,389,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,HDTS325EZSTA,Toshiba,Q Series Pro 256GB,389,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,THNSNJ256GCST,Toshiba,Q Series Pro 256GB,389,85.3,1725,https://ssd.userbenchmark.com/SpeedTest/7204/TOSHIBA-THNSNJ25
SSD,VTR1-25SAT3-128G,OCZ,Vector 128GB,390,85.3,1277,https://ssd.userbenchmark.com/SpeedTest/4023/OCZ-VECTOR
SSD,CT128M550SSD4,Crucial,M550 SATA M.2 128GB,391,85.3,155,https://ssd.userbenchmark.com/SpeedTest/15846/Crucial-CT128M550SSD4
SSD,TS1TSSD370,Transcend,SSD370 1TB,392,85.2,310,https://ssd.userbenchmark.com/Transcend-SSD370-1TB/Rating/3579
SSD,CT500BX100SSD1,Crucial,BX100 500GB,393,85.1,21680,https://ssd.userbenchmark.com/Crucial-BX100-500GB/Rating/3474
SSD,ASU800SS-256GT-C,Adata,Ultimate SU800 256GB,394,85,77436,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-256GB/Rating/3912
SSD,MKNSSDST960GB,Mushkin,Striker 960GB,395,85,39,https://ssd.userbenchmark.com/SpeedTest/25597/MKNSSDST960GB
SSD,SDSSDXP-120G-G25,SanDisk,Extreme II 120GB,396,84.8,2462,https://ssd.userbenchmark.com/SanDisk-Extreme-II-120GB/Rating/1889
SSD,,Samsung,MZ7PD256HAFV-000H7 256GB,397,84.8,3736,https://ssd.userbenchmark.com/SpeedTest/4570/SAMSUNG-MZ7PD256HAFV-000H7
SSD,PX-512M6S,Plextor,M6S 512GB,398,84.8,109,https://ssd.userbenchmark.com/Plextor-M6S-512GB/Rating/3506
SSD,SSDSC2BB800G4,Intel,S3500 Series 800GB,399,84.7,475,https://ssd.userbenchmark.com/SpeedTest/30895/INTEL-SSDSC2BB800G4
SSD,TS512GSSD370,Transcend,SSD370 512GB,400,84.5,1585,https://ssd.userbenchmark.com/Transcend-SSD370-512GB/Rating/3472
SSD,ST480HM000,Seagate,600 480GB,401,84.5,1254,https://ssd.userbenchmark.com/SpeedTest/2966/ST480HM000-1G5162
SSD,MZ-MTE120BW,Samsung,840 Evo mSATA 120GB,402,84.5,661,https://ssd.userbenchmark.com/SpeedTest/5728/Samsung-SSD-840-EVO-120GB-mSATA
SSD,CT1050MX300SSD4,Crucial,MX300 SATA M.2 1TB,403,84.4,6822,https://ssd.userbenchmark.com/SpeedTest/182535/Crucial-CT1050MX300SSD4
SSD,CSSD-N480GBGTXB-BK,Corsair,Neutron GTX 480GB,404,84.4,512,https://ssd.userbenchmark.com/SpeedTest/9137/Corsair-Neutron-GTX-SSD
SSD,SDSSDHII-480G-G25,SanDisk,Ultra II 480GB,405,84.3,96641,https://ssd.userbenchmark.com/SanDisk-Ultra-II-480GB/Rating/3473
SSD,,Samsung,SM841 2.5" 7mm 512GB,406,84.2,576,https://ssd.userbenchmark.com/SpeedTest/6119/SAMSUNG-SSD-SM841-25--7mm-512GB
SSD,TS512GMTS800,Transcend,MTS800 M.2 512GB,407,84.2,698,https://ssd.userbenchmark.com/SpeedTest/22251/TS512GMTS800
SSD,ASX930SS3-120GM-C,Adata,XPG SX930 120GB,408,84.1,1628,https://ssd.userbenchmark.com/Adata-XPG-SX930-120GB/Rating/3635
SSD,SSDSC2BP240G410,Intel,730 Series 240GB,409,83.9,8417,https://ssd.userbenchmark.com/Intel-730-Series-240GB/Rating/2031
SSD,CT960M500SSD1,Crucial,M500 960GB,410,83.8,4389,https://ssd.userbenchmark.com/SpeedTest/2379/Crucial-CT960M500SSD1
SSD,ARC100-25SAT3-120G,OCZ,ARC 100 120GB,411,83.8,4735,https://ssd.userbenchmark.com/OCZ-ARC-100-120GB/Rating/3487
SSD,PX-128M5P,Plextor,M5 Pro 128GB,412,83.8,4476,https://ssd.userbenchmark.com/Plextor-M5-Pro-128GB/Rating/1893
SSD,CT250MX200SSD3,Crucial,MX200 mSATA 250GB,413,83.7,1245,https://ssd.userbenchmark.com/SpeedTest/29438/Crucial--CT250MX200SSD3
SSD,WDS250G2B0A,WD,Blue 3D 250GB,414,83.5,39839,https://ssd.userbenchmark.com/WD-Blue-3D-250GB/Rating/3948
SSD,ZTSSD-A5P-240G-PE,Zotac,Premium Edition 240GB,415,83.5,1367,https://ssd.userbenchmark.com/Zotac-Premium-Edition-240GB/Rating/3598
SSD,TS512GMTS600,Transcend,MTS600 M.2 512GB,416,83.4,154,https://ssd.userbenchmark.com/SpeedTest/13460/TS512GMTS600
SSD,HDTS251EZSTA,Toshiba,HG5d Q Series 512GB,417,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,HDTS251XZSTA,Toshiba,HG5d Q Series 512GB,417,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,THNSNH512GBST,Toshiba,HG5d Q Series 512GB,417,83.3,514,https://ssd.userbenchmark.com/SpeedTest/5182/TOSHIBA-THNSNH512GBST
SSD,,Liteonit,LCS-256L9S-11 2.5 7mm 256GB,418,83.3,4915,https://ssd.userbenchmark.com/SpeedTest/11259/LITEONIT-LCS-256L9S-11-25-7mm-256GB
SSD,TS256GSSD370S,Transcend,SSD370S 256GB,419,83.2,17672,https://ssd.userbenchmark.com/SpeedTest/26718/TS256GSSD370S
SSD,,Samsung,SM841N 2.5 7mm 256GB,420,83.2,2088,https://ssd.userbenchmark.com/SpeedTest/12586/SAMSUNG-SSD-SM841N-25-7mm-256GB
SSD,ARC100-25SAT3-480G,OCZ,ARC 100 480GB,421,83.1,2295,https://ssd.userbenchmark.com/OCZ-ARC-100-480GB/Rating/3471
SSD,CT480M500SSD1,Crucial,M500 480GB,422,83,9168,https://ssd.userbenchmark.com/SpeedTest/2643/Crucial-CT480M500SSD1
SSD,,Liteonit,LCS-256M6S 2.5 7mm 256GB,423,83,11477,https://ssd.userbenchmark.com/SpeedTest/2535/LITEONIT-LCS-256M6S-25-7mm-256GB
SSD,TRN150-25SAT3-960G,OCZ,Trion 150 960GB,424,83,4533,https://ssd.userbenchmark.com/OCZ-Trion-150-960GB/Rating/3621
SSD,VTX460-25SAT3-120G,OCZ,Vertex 460 120GB,425,83,1011,https://ssd.userbenchmark.com/OCZ-Vertex-460-120GB/Rating/3488
SSD,WDS100T1B0A,WD,Blue 1TB,426,82.9,9088,https://ssd.userbenchmark.com/SpeedTest/186717/WDC-WDS100T1B0A-00H9H0
SSD,MKNSSDST480GB,Mushkin,Striker 480GB,427,82.9,253,https://ssd.userbenchmark.com/SpeedTest/24686/MKNSSDST480GB
SSD,ASX930SS3-240GM-C,Adata,XPG SX930 240GB,428,82.9,2189,https://ssd.userbenchmark.com/Adata-XPG-SX930-240GB/Rating/3636
SSD,CT256MX100SSD1,Crucial,MX100 256GB,429,82.8,55768,https://ssd.userbenchmark.com/Crucial-MX100-256GB/Rating/2317
SSD,SSD7CS2211-240-RB,PNY,CS2211 240GB,430,82.7,2391,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629
SSD,SSD7CS2211-240-PB,PNY,CS2211 240GB,430,82.7,2391,https://ssd.userbenchmark.com/PNY-CS2211-240GB/Rating/3629
SSD,CT525MX300SSD1,Crucial,MX300 525GB,431,82.7,149235,https://ssd.userbenchmark.com/Crucial-MX300-525GB/Rating/3643
SSD,,Liteonit,LCS-512M6S 2.5 7mm 512GB,432,82.6,1038,https://ssd.userbenchmark.com/SpeedTest/4103/LITEONIT-LCS-512M6S-25-7mm-512GB
SSD,PI240GS325SSDR,Patriot,Ignite 240GB,433,82.6,3510,https://ssd.userbenchmark.com/Patriot-Ignite-240GB/Rating/3573
SSD,ST240HM000,Seagate,600 240GB,434,82.5,3595,https://ssd.userbenchmark.com/Seagate-600-240GB/Rating/1601
SSD,SHSS37A/240G,HyperX,Savage 240GB,435,82.5,69096,https://ssd.userbenchmark.com/HyperX-Savage-240GB/Rating/3494
SSD,,Plextor,PX-256M5S 256GB,436,82.4,2817,https://ssd.userbenchmark.com/SpeedTest/1304/PLEXTOR-PX-256M5S
SSD,VTR180-25SAT3-120G,OCZ,Vector 180 120GB,437,82.4,466,https://ssd.userbenchmark.com/OCZ-Vector-180-120GB/Rating/3495
SSD,HDTS312EZSTA,Toshiba,Q Series Pro 128GB,438,82.3,2808,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,HDTS312XZSTA,Toshiba,Q Series Pro 128GB,438,82.3,2808,https://ssd.userbenchmark.com/Toshiba-Q-Series-Pro-128GB/Rating/1943
SSD,VTR150-25SAT3-120G,OCZ,Vector 150 120GB,439,82.2,1360,https://ssd.userbenchmark.com/OCZ-Vector-150-120GB/Rating/2242
SSD,SDSSDHII-240G-G25,SanDisk,Ultra II 240GB,440,82.2,53931,https://ssd.userbenchmark.com/SanDisk-Ultra-II-240GB/Rating/2548
SSD,CSSD-F256GBLX,Corsair,Force LX 256GB,441,82.2,2404,https://ssd.userbenchmark.com/SpeedTest/13556/CORSAIR-FORCE-LX-SSD
SSD,,Apple,SM0256F 251GB,442,82.2,361,https://ssd.userbenchmark.com/SpeedTest/3466/APPLE-SSD-SM0256F
SSD,,Samsung,SM841 2.5" 7mm 256GB,443,82.2,2869,https://ssd.userbenchmark.com/SpeedTest/4650/SAMSUNG-SSD-SM841-25--7mm-256GB
SSD,VX500-25SAT3-256G,Toshiba,OCZ VX500 256GB,444,82.1,217,https://ssd.userbenchmark.com/SpeedTest/193061/TOSHIBA-VX500
SSD,MKNSSDRE1TB,Mushkin,Reactor 1TB,445,82.1,14413,https://ssd.userbenchmark.com/Mushkin-Reactor-1TB/Rating/3583
SSD,MKNSSDE3480GB,Mushkin,ECO3 480GB,446,82.1,2923,https://ssd.userbenchmark.com/SpeedTest/82715/MKNSSDE3480GB
SSD,ASP610SS3-256GM-C,Adata,Premier SP610 256GB,447,82,1898,https://ssd.userbenchmark.com/Adata-Premier-SP610-256GB/Rating/3281
SSD,SKC400S37/512G,Kingston,SSDNow KC400 512GB,448,82,3735,https://ssd.userbenchmark.com/SpeedTest/72936/KINGSTON-SKC400S37512G
SSD,WDS100T1B0B,WD,Blue SATA M.2 1TB,449,81.9,3097,https://ssd.userbenchmark.com/SpeedTest/199326/WDC-WDS100T1B0B-00AS40
SSD,VTR180-25SAT3-120G,Toshiba,OCZ VT180 120GB,450,81.8,54,https://ssd.userbenchmark.com/SpeedTest/172941/TOSHIBA-VT180
